reviewId,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Common,Crossover,Exotic,Factory Tuner,Hatchback,High-Performance,Hybrid,Luxury,Performance,Vehicle_Title_Partial
35, on 03/09/16 08:38 AM (PST),Jeremy ,2016 Acura ILX Sedan 4dr Sedan (2.4L 4cyl 8AM),Awesome Entry Luxury, This is a great car in the sporty entry luxury space. The engine and transmission pairing are strong and energetic. The technology package adds great safety and convenience features.,5.0,Acura,ILX,2016,gasoline,201.0,4,AUTOMATED_MANUAL,FWD,4,Compact,Sedan,36,25,204,34890,False,False,False,False,False,False,False,True,False,2016 Acura ILX 4dr Sedan FWD (4cyl)
36, on 02/14/16 12:26 PM (PST),PJ ,2016 Acura ILX Sedan 4dr Sedan (2.4L 4cyl 8AM),Deserves one more star but please read it.," I got my car back in April of 2015. Reason I took off one star is squeaky front brakes issue.  It's factory defect and acura is aware of it (Please google on tgat issue if you are interested). Acura did not want to change my brakes at time I came in and I don't have any more time to waste with them so I live with it.  It's a huge disappointed  especially for a brand such as acura. Another star I taken off because I believe few other things could have been better.  Such as,  very rough ride over uneven pavement and especially potholes. No 40/60 rear fold,  whole rear seat just folds.  Steering is a little numb as well. Not too much headroom for tall drivers. Never the less its an enormous value. For $27k you get compact (a plus for some)  0-60 in less than 7 seconds,  great fuel economy,  decent handling,  sunroof,  keyless entery,  duel clutch transmission,  full Led head lights,  Adaptive cruise,  crush prevention system, auto dual climate, heated seats and mirrors,  back up cam,   Acura badge (Might matter to some.",3.0,Acura,ILX,2016,gasoline,201.0,4,AUTOMATED_MANUAL,FWD,4,Compact,Sedan,36,25,204,34890,False,False,False,False,False,False,False,True,False,2016 Acura ILX 4dr Sedan FWD (4cyl)
37, on 03/17/16 21:54 PM (PDT),bob ,2015 Alfa Romeo 4C Coupe 2dr Coupe (1.7L 4cyl Turbo 6AM),"If you like 80's exotics, this car is for you."," It's been said before -- this car is not for everyone.  But, if you love driving a light, tight, awesome looking, sensory overkill fast sports car, this is your vehicle.  The 4c is unlike anything else on the road today -- and thank heavens for it.  Now, if you want comfort, quiet, listening to your tunes while drinking a latte, and wanting to be unseen when puttering around town, then this is not your car.  Enjoy your Lexus.Pros:  Just a blast to drive.  Its ""honest"" which in itself is unique today.  Nothing is covered up or added simply to fool anyone.  It's the real deal, not fake.  It's exciting, refreshing and unlike any other car made today.  It's obviously hand built and fit and finish is better than most exotics. The beautiful carbon fibre interior will make your eyes water every time you look inside.   The noise from the turbo charger waste gates will make you laugh out loud. It sounds a like 80's rally cars and seems to go like one as well.  Performance is more than fine for city streets.  You can floor it and run it through the gears without being tossed in jail.  The F1 style gearbox works remarkably well -- better than a Ferrari F430.What's also surprised me is how reliable it has been.  In a year of ownership, not one thing has gone wrong.   To say I was expecting something different is an understatement.And the car is just beautiful, along with being completely unique. If you want people to look at you, buy this car.  Between the noise and the looks you'll be a rock star on the boulevard.  Service is also very reasonable.  Yearly service on the car is only $240.  Try that in a Ferrari or Lamborghini.Cons:  Ok, it's noisy,  And the wide body and doors do make it difficult to park in a normal parking space.  And it's a pain to get in and out of.  And it's a bit difficult to see out the back of. And the trunk is ridiculously small.  And the trunk latch is in a silly place.  And the seats are tight. And the seats don't move a lot. And the seat belt warning buzzer is annoying.  And it has no GPS. And the seat belts rub against your neck.  And there's no glove box.  And there's these silly wires coming out from under the dash to charge your phone.  And the cup holders don't hold larger drinks. And it has some turbo lag. And if you want to put things in the trunk, you have to put them on the ground first because you need both hands to open and latch the rear lid. And it has no power steering so parking can require some actual muscle use.  And if you're over 6 foot 3 you're going to say it's too small.  And if you're too wide the seats are going to be uncomfortable.  And it doesn't come with a manual gearbox.  And there's no climate control. And the Parrot radio is a complete joke.So if the Cons have turned you off by now, then you know this car is not for you.  But if you love the idea of driving an 80's exotic with all of it's drama, feel, personality and looks BUT with AC and brakes that actually work in a car that doesn't fall apart before your eyes and is reasonably affordable to own, then this car is for you.I personally love it.  You can thrash it unlike you can other more expensive sports cars and it only costs about the same as the 10,000 Corvette C7's you see everyday.Thank heavens for Alfa Romeo. Someone was nutty enough to make a car a real drivers car today that doesn't seem like every other car you drive.  I don't think we will ever see anything like it again that us normal folk can afford.  Its a modern classic with a classic personality.  Now, how cool is that?",4.0,Alfa Romeo,4C,2015,gasoline,237.0,4,AUTOMATED_MANUAL,RWD,2,Compact,Convertible,34,24,113,63900,False,False,False,False,False,True,False,True,False,2015 Alfa Romeo 4C 2dr Convertible RWD (4cyl)
38, on 03/01/06 18:08 PM (PST),Chuck ,2005 Aston Martin DB9 Convertible Volante 2dr Convertible (5.9L 12cyl 6A),Understated Performance Car, It's a head turner but fun to drive even at longer distances.  Not as many on the road as the Ferrari. The convertible is a pleasure after having the DB7. I love the car.,4.375,Aston Martin,DB9,2013,gasoline,510.0,12,AUTOMATIC,RWD,2,Midsize,Convertible,19,13,259,198700,False,False,True,False,False,True,False,False,False,2013 Aston Martin DB9 2dr Convertible RWD (12cyl)
39, on 03/22/05 18:51 PM (PST),jose ,2005 Aston Martin DB9 Coupe 2dr Coupe (5.9L 12cyl 6A),great," Its a great luxurious drive and also has that mean sports car look.  Top of the line luxury sport vehicle, the Aston Martin DB-9, is an A in my book.",4.75,Aston Martin,DB9,2015,gasoline,510.0,12,AUTOMATIC,RWD,2,Midsize,Coupe,19,13,259,198295,False,False,True,False,False,True,False,False,False,2015 Aston Martin DB9 2dr Coupe RWD (12cyl)
40, on 07/29/06 19:36 PM (PDT),Richard ,2006 Aston Martin DB9 Coupe 2dr Coupe (5.9L 12cyl 6A),Superb long distance grand touring car," I was seeking a distinct and intensely pleasurable driving experience on my road test and wasn't disappointed. The car combines heft and agility with more performance than I need. Both the sound and smoothness of the engine are an experince to be savored and remembered. The fit and finish are exquisite (10+). The seats give great support. Most limitations relate to storage and are: small trunk space (luggage will be shipped), poor cup holder placement, a miniscule glove compartment. Poor local mile age (11.8 MPG)is also a compromise, but hwy milage is better than promised (21+). It's truly an uncommon beautiful car that makes a powerful and unique impression at any speed. It's worth the money!  ",4.75,Aston Martin,DB9 GT,2016,gasoline,540.0,12,AUTOMATIC,RWD,2,Midsize,Coupe,19,13,259,235307,False,False,True,False,False,True,False,False,False,2016 Aston Martin DB9 GT 2dr Coupe RWD (12cyl)
41, on 01/17/09 07:58 AM (PST),DB ,2006 Aston Martin V12 Vanquish Coupe S 2dr Coupe (5.9L 12cyl 6AM),All around Vanquisher," I have driven several before purchasing this car.  The 2006 has a nicer interior with more features than you can learn in a weekend.  Starting and driving this exotic muscle car produces the greatest sound.  Steering and ride are precise and comfortable.  It delivers choice in settings and although a little rough at low speed shifting for my wife.  Driving is effortless.  The limited edition Mansory kit offers some subtle carbon fiber ground effects and subdued tail lights, as well as the eye-catching double wide mouth grille.",4.75,Aston Martin,Vanquish,2014,gasoline,565.0,12,AUTOMATIC,RWD,2,Midsize,Coupe,19,13,259,278295,False,False,True,False,False,True,False,False,False,2014 Aston Martin Vanquish 2dr Coupe RWD (12cyl)
42, on 04/27/17 14:26 PM (PDT),Neil ,2012 Aston Martin V8 Vantage Coupe S 2dr Coupe (4.7L 8cyl 7AM),James Bond's car make of choice," My ratings are a bit harsh compared to my actual feelings for the car, but they are objective. I LOVE my car. It's a great weekend car. It's not as fast as most other exotics, and the ride quality is VERY stiff. Handling is exceptional, as is braking. It's an elegant, beautiful piece of machinery that produces smiles everywhere you go. You feel like you are driving something special and you feel special for doing so. I have had the car for approximately 9 months and put a little over 7,500 miles on it thus far (I acquired it with 3,242 miles). Mine is not a garage queen, but rather a work of art to be enjoyed. So far I have not had any mechanical issues with the car.",5.0,Aston Martin,V12 Vantage S,2015,gasoline,565.0,12,AUTOMATED_MANUAL,RWD,2,Compact,Coupe,18,12,259,182395,False,False,True,False,False,True,False,False,False,2015 Aston Martin V12 Vantage S 2dr Coupe RWD (12cyl)
43, on 04/16/17 21:52 PM (PDT),Thomas ,2016 Aston Martin V8 Vantage Convertible GT Roadster 2dr Convertible (4.7L 8cyl 6M),Not for everyone and that's part of its appeal...," If you have the price of admission, I find it's a very satisfying experience. A gently pre-owned GT is the way to go. When new they were a relative bargain; used, it was a no-brainer for me. The fact that it's not the fastest for the money is of no consequence on public roads. You can still scare yourself silly if that's your goal. This car eats miles like no other I've been in including a friend's 911 GT3  and a 1964 Shelby FIA 289 Cobra (mine). This car cruises at 90 like the average car at 60 mph. The ride and the grip are amazing and the wind and road noise is low at speed. The exhaust note is wonderful especially with top down. You can drive a 600 mile day and not feel beat-up at the end. The quality of materials and the hand-craftsmanship is the icing on this very yummy cake! If it were 500 pounds lighter I wouldn't complain however the luxury touches would be compromised and I'm not ready to make it any less compelling a purchase. I'm not concerned with depreciation; this car is a keeper. I dare you to walk away without looking back; beauty never goes out of style!",4.0,Aston Martin,V12 Vantage S,2016,gasoline,565.0,12,AUTOMATED_MANUAL,RWD,2,Compact,Convertible,18,12,259,198195,False,False,True,False,False,True,False,False,False,2016 Aston Martin V12 Vantage S 2dr Convertible RWD (12cyl)
44, on 03/29/08 21:18 PM (PDT),DJ ,2008 Aston Martin V8 Vantage Convertible Roadster 2dr Convertible (4.3L 8cyl 6M),Like A Melody," A car this beautiful and this beautifully made doesn't have to be the fastest in its class.  It is very quick, handles extremely well, and is a treat just to sit in.  There is nothing quite like it in that regard. It is a thrill just to see it in the garage.  And it is a blast to drive.",4.375,Aston Martin,V8 Vantage,2014,gasoline,430.0,8,MANUAL,RWD,2,Compact,Convertible,19,13,259,145200,False,False,True,False,False,True,False,False,False,2014 Aston Martin V8 Vantage 2dr Convertible RWD (8cyl)
45, on 09/29/07 04:53 AM (PDT),GK ,2006 Aston Martin V8 Vantage Coupe 2dr Coupe (4.3L 8cyl 6M),Excellent - Best Sports Car I Have Owned," I have had a Porsche and numerous BMWs.  For me, this is the treasured prize. The quality of the interior and refinement of the exterior combined with the reliability I have experienced to date make this the finest auto I have ever owned.  One article described it best - it is 95% of the performance and 200% of the ""WOW"" factor of the Porsche Carrera.  The cornering and straight acceleration are a notch inferior to the Porsche, but the pride of ownership and fit and finish ar far superior than anything else.  Try it... you'll like it.",4.875,Aston Martin,V12 Vantage S,2016,gasoline,565.0,12,AUTOMATED_MANUAL,RWD,2,Compact,Coupe,18,12,259,183695,False,False,True,False,False,True,False,False,False,2016 Aston Martin V12 Vantage S 2dr Coupe RWD (12cyl)
46, on 10/27/16 08:21 AM (PDT),DL ,2014 Audi R8 Convertible V8 quattro Spyder 2dr Convertible AWD (4.2L 8cyl 6M),One month review," Traded in older 911 4S for this. The R8 is a lovely car - the manual is buttery smooth and handling is good. Interior quality and design is excellent.  The V8 is strong but not supercar fast. Downsides are limited storage (as expected), older MMI, no Bluetooth music, USB to phone dongle is poorly designed (it's too short and requires an extension cord for your phone).",4.0,Audi,R8,2014,gasoline,525.0,10,MANUAL,AWD,2,Compact,Convertible,19,12,3105,164700,False,False,False,False,False,True,False,True,False,2014 Audi R8 2dr Convertible AWD (10cyl)
